Student ID,student_name,gender,grade,school_name,reading_score,math_score,math_passed,reading_passed,overall
10165,Mrs. Andrea Wilson,F,11th,Hernandez High School,94,66,0,1,0
10166,Dr. Jonathan Woods PhD,M,10th,Hernandez High School,65,89,1,0,0
10167,Jacob Dickerson,M,11th,Hernandez High School,90,70,1,1,1
10168,Jacob Ballard MD,M,11th,Hernandez High School,76,69,0,1,0
10169,Natalie Bernard,F,11th,Hernandez High School,83,80,1,1,1
10170,Erin Delacruz,F,9th,Hernandez High School,69,95,1,0,0
10171,Michael Gutierrez,M,12th,Hernandez High School,84,85,1,1,1
10172,Diana Lee,F,10th,Hernandez High School,69,96,1,0,0
10173,Grace Richardson,F,12th,Hernandez High School,80,60,0,1,0
10174,Barbara Peterson,F,12th,Hernandez High School,65,60,0,0,0
10175,Regina Barnes,F,10th,Hernandez High School,88,57,0,1,0
10176,Jamie Rodriguez,M,10th,Hernandez High School,98,82,1,1,1
10177,Timothy Harris,M,11th,Hernandez High School,77,92,1,1,1
10178,David Ballard,M,9th,Hernandez High School,70,95,1,1,1
10179,Gail Craig,F,9th,Hernandez High School,81,91,1,1,1
10180,Maria Bailey,F,11th,Hernandez High School,76,80,1,1,1
10181,Linda Soto,F,10th,Hernandez High School,66,61,0,0,0
10182,Mr. Brian Poole V,M,9th,Hernandez High School,92,87,1,1,1
10183,Sara Greene,F,11th,Hernandez High School,75,74,1,1,1
10184,Julia Rojas,F,9th,Hernandez High School,99,98,1,1,1
10185,Jeremy Ryan,M,11th,Hernandez High School,76,92,1,1,1
10186,Amy Perkins,F,10th,Hernandez High School,69,90,1,0,0
10187,Robert Hunt,M,11th,Hernandez High School,75,57,0,1,0
10188,Jennifer Wright,F,12th,Hernandez High School,81,63,0,1,0
10189,Joyce Peck,F,9th,Hernandez High School,97,91,1,1,1
10190,Lawrence Wolfe,M,10th,Hernandez High School,66,81,1,0,0
10191,Sara Martin,F,12th,Hernandez High School,80,87,1,1,1
10192,Denise Gonzalez,F,10th,Hernandez High School,73,91,1,1,1
10193,Arthur Perry,M,11th,Hernandez High School,76,99,1,1,1
10194,Jared Williams,M,10th,Hernandez High School,94,68,0,1,0
10195,Rachel Rivera,F,12th,Hernandez High School,71,69,0,1,0
10196,Jennifer Johnson,F,11th,Hernandez High School,89,71,1,1,1
10197,Margaret Holt,F,11th,Hernandez High School,98,56,0,1,0
10198,Madison Hicks,F,10th,Hernandez High School,94,87,1,1,1
10199,Lance Simmons,M,9th,Hernandez High School,72,69,0,1,0
10200,Alice Zavala,F,11th,Hernandez High School,87,55,0,1,0
10201,Julie Zimmerman,F,9th,Hernandez High School,64,90,1,0,0
10202,Jennifer Davis,F,11th,Hernandez High School,73,64,0,1,0
10203,Kimberly Moreno,F,10th,Hernandez High School,68,83,1,0,0
10204,Thomas Smith,M,9th,Hernandez High School,93,94,1,1,1
10205,Danielle Spencer,F,11th,Hernandez High School,89,85,1,1,1
10206,Kevin Guzman,M,12th,Hernandez High School,99,88,1,1,1
10207,Amanda Nichols,F,12th,Hernandez High School,88,72,1,1,1
10208,Kenneth Smith,M,12th,Hernandez High School,76,57,0,1,0
10209,Nicholas Schaefer,M,12th,Hernandez High School,95,71,1,1,1
10210,Christine Parker,F,12th,Hernandez High School,72,61,0,1,0
10211,Adam Cruz,M,12th,Hernandez High School,80,90,1,1,1
10212,Michael Smith,M,11th,Hernandez High School,94,66,0,1,0
10213,Shelly Stanley,F,12th,Hernandez High School,66,88,1,0,0
10214,David Johnson,M,9th,Hernandez High School,73,97,1,1,1
10215,David Hall,M,12th,Hernandez High School,75,70,1,1,1
10216,Courtney Oliver,F,11th,Hernandez High School,80,63,0,1,0
10217,Robert Ross,M,11th,Hernandez High School,75,91,1,1,1
10218,Joshua Wright,M,11th,Hernandez High School,77,56,0,1,0
10219,Jeffrey Kim II,M,9th,Hernandez High School,63,80,1,0,0
10220,Alexander Sanchez,M,9th,Hernandez High School,87,85,1,1,1
10221,Justin Blackburn,M,11th,Hernandez High School,71,59,0,1,0
10222,David Fry,M,11th,Hernandez High School,63,99,1,0,0
10223,Thomas Gonzales,M,11th,Hernandez High School,94,73,1,1,1
10224,Michael Brown,M,9th,Hernandez High School,76,90,1,1,1
10225,Gordon Randolph,M,9th,Hernandez High School,90,75,1,1,1
10226,Benjamin Peterson,M,12th,Hernandez High School,72,56,0,1,0
10227,Frank Cooper,M,11th,Hernandez High School,95,90,1,1,1
10228,Marilyn Tran,F,9th,Hernandez High School,99,65,0,1,0
10229,Mr. Michael Gonzalez,M,12th,Hernandez High School,85,66,0,1,0
10230,Danielle Morse,F,10th,Hernandez High School,69,92,1,0,0
10231,Melinda Smith,F,9th,Hernandez High School,67,57,0,0,0
10232,Michael Benitez,M,9th,Hernandez High School,73,83,1,1,1
10233,Tabitha Foster,F,10th,Hernandez High School,71,94,1,1,1
10234,Charles Ball,M,11th,Hernandez High School,81,74,1,1,1
10235,Tammy Adkins,F,12th,Hernandez High School,65,76,1,0,0
10236,Stacey Sanchez,F,9th,Hernandez High School,72,85,1,1,1
10237,Cindy Olsen,F,11th,Hernandez High School,67,72,1,0,0
10238,Virginia Boyd,F,11th,Hernandez High School,72,81,1,1,1
10239,Curtis Thomas,M,9th,Hernandez High School,83,60,0,1,0
10240,Maria Austin,F,10th,Hernandez High School,72,67,0,1,0
10241,David Kennedy,M,12th,Hernandez High School,70,56,0,1,0
10242,Michael Davis,M,12th,Hernandez High School,78,94,1,1,1
10243,Shannon Dixon,F,12th,Hernandez High School,81,81,1,1,1
10244,Gary Cooper,M,11th,Hernandez High School,99,85,1,1,1
10245,Joshua Chapman,M,12th,Hernandez High School,86,88,1,1,1
10246,Michelle Dean,F,10th,Hernandez High School,77,78,1,1,1
10247,Karen Olson,F,11th,Hernandez High School,94,78,1,1,1
10248,Mercedes Abbott,F,12th,Hernandez High School,90,91,1,1,1
10249,Kevin Brooks MD,M,11th,Hernandez High School,93,60,0,1,0
10250,Patricia Moore,F,10th,Hernandez High School,91,58,0,1,0
10251,Stephen Smith,M,12th,Hernandez High School,98,58,0,1,0
10252,Christina Barton,F,9th,Hernandez High School,85,85,1,1,1
10253,Susan Green,F,9th,Hernandez High School,76,74,1,1,1
10254,Timothy Kent,M,11th,Hernandez High School,83,74,1,1,1
10255,Jennifer Paul,F,11th,Hernandez High School,97,92,1,1,1
10256,Charlene Benjamin,F,11th,Hernandez High School,74,72,1,1,1
10257,Jacqueline Horne,F,11th,Hernandez High School,68,90,1,0,0
10258,James Richards,M,9th,Hernandez High School,85,79,1,1,1
10259,Amber Padilla,F,12th,Hernandez High School,63,75,1,0,0
10260,Margaret Ramsey,F,11th,Hernandez High School,97,98,1,1,1
10261,James Maddox,M,11th,Hernandez High School,83,58,0,1,0
10262,Isaiah Carson,M,10th,Hernandez High School,68,81,1,0,0
10263,David Price,M,9th,Hernandez High School,77,61,0,1,0
10264,Robert Cain,M,10th,Hernandez High School,98,92,1,1,1
10265,Janet Olsen,F,10th,Hernandez High School,79,68,0,1,0
10266,John Rodriguez,M,9th,Hernandez High School,89,79,1,1,1
10267,David Hester,M,11th,Hernandez High School,78,71,1,1,1
10268,Charles Castillo,M,10th,Hernandez High School,99,74,1,1,1
10269,Richard Frye,M,9th,Hernandez High School,93,73,1,1,1
10270,Anthony Thornton,M,11th,Hernandez High School,95,69,0,1,0
10271,Jennifer Humphrey,F,12th,Hernandez High School,65,72,1,0,0
10272,Dustin Parks,M,9th,Hernandez High School,96,56,0,1,0
10273,Calvin Rosales,M,9th,Hernandez High School,90,57,0,1,0
10274,Michael Bowers,M,12th,Hernandez High School,94,79,1,1,1
10275,Amy Ramsey,F,11th,Hernandez High School,97,62,0,1,0
10276,Jamie Love,F,11th,Hernandez High School,71,77,1,1,1
10277,Nancy Wilson,F,9th,Hernandez High School,77,65,0,1,0
10278,Mark Fox,M,10th,Hernandez High School,76,61,0,1,0
10279,Jason Casey,M,9th,Hernandez High School,67,58,0,0,0
10280,Dennis Hanna,M,11th,Hernandez High School,92,86,1,1,1
10281,Monica Werner,F,11th,Hernandez High School,77,76,1,1,1
10282,Heather Cunningham,F,11th,Hernandez High School,71,70,1,1,1
10283,David Reyes,M,9th,Hernandez High School,78,84,1,1,1
10284,Jennifer Griffin,F,12th,Hernandez High School,63,71,1,0,0
10285,Deborah Dunn,F,10th,Hernandez High School,63,64,0,0,0
10286,Patrick Boyd,M,9th,Hernandez High School,90,79,1,1,1
10287,April Hansen PhD,F,9th,Hernandez High School,84,67,0,1,0
10288,Paul Hawkins,M,11th,Hernandez High School,78,67,0,1,0
10289,Ralph Carey,M,10th,Hernandez High School,73,55,0,1,0
10290,Sabrina Shaw,F,12th,Hernandez High School,96,92,1,1,1
10291,Elizabeth Fisher,F,10th,Hernandez High School,79,92,1,1,1
10292,Juan Martinez,M,9th,Hernandez High School,76,90,1,1,1
10293,William Morrow,M,11th,Hernandez High School,97,90,1,1,1
10294,Elizabeth Hughes,F,10th,Hernandez High School,79,71,1,1,1
10295,Ryan Gillespie,M,9th,Hernandez High School,98,95,1,1,1
10296,Emily Rice,F,10th,Hernandez High School,75,74,1,1,1
10297,David Hogan,M,9th,Hernandez High School,72,98,1,1,1
10298,Jo Smith,F,12th,Hernandez High School,99,58,0,1,0
10299,Michele Jones,F,11th,Hernandez High School,91,60,0,1,0
10300,Lisa Mendez,F,9th,Hernandez High School,85,68,0,1,0
10301,John Patel,M,12th,Hernandez High School,81,74,1,1,1
10302,Tracy Thomas,F,9th,Hernandez High School,96,99,1,1,1
10303,Tamara Martinez,F,9th,Hernandez High School,75,95,1,1,1
10304,David Wilson,M,10th,Hernandez High School,64,75,1,0,0
10305,Jessica Green,F,10th,Hernandez High School,77,62,0,1,0
10306,Mr. Brian Austin,M,10th,Hernandez High School,83,78,1,1,1
10307,Jessica Williams,F,9th,Hernandez High School,78,79,1,1,1
10308,James Phillips,M,9th,Hernandez High School,93,97,1,1,1
10309,Todd Young,M,10th,Hernandez High School,92,85,1,1,1
10310,Sara Cooper DVM,F,10th,Hernandez High School,71,87,1,1,1
10311,David Peterson,M,10th,Hernandez High School,96,87,1,1,1
10312,Christopher Walker,M,11th,Hernandez High School,73,88,1,1,1
10313,Patrick Paul,M,10th,Hernandez High School,86,83,1,1,1
10314,Patricia Mendez,F,9th,Hernandez High School,88,87,1,1,1
10315,Brenda Ray,F,10th,Hernandez High School,78,69,0,1,0
10316,Kelsey Ellis MD,F,12th,Hernandez High School,81,61,0,1,0
10317,Heather Allen,F,10th,Hernandez High School,79,82,1,1,1
10318,Brenda Stewart,F,9th,Hernandez High School,89,64,0,1,0
10319,Jeanette Wallace,F,9th,Hernandez High School,77,86,1,1,1
10320,Shelby Adams,F,11th,Hernandez High School,78,65,0,1,0
10321,Deborah Madden MD,F,10th,Hernandez High School,76,57,0,1,0
10322,Eric Graham,M,9th,Hernandez High School,71,84,1,1,1
10323,Tyler Schultz,M,9th,Hernandez High School,81,94,1,1,1
10324,Ryan Mendoza,M,9th,Hernandez High School,91,90,1,1,1
10325,Anthony Schneider,M,12th,Hernandez High School,81,67,0,1,0
10326,Tonya Smith,F,9th,Hernandez High School,66,80,1,0,0
10327,Jacob Wood,M,9th,Hernandez High School,73,66,0,1,0
10328,Gregory Russell,M,11th,Hernandez High School,76,78,1,1,1
10329,Gary Simpson,M,10th,Hernandez High School,70,92,1,1,1
10330,Maria Perez,F,10th,Hernandez High School,74,84,1,1,1
10331,Tara Carroll,F,11th,Hernandez High School,97,73,1,1,1
10332,Tyler Hernandez,M,10th,Hernandez High School,64,56,0,0,0
10333,James Larson,M,9th,Hernandez High School,78,99,1,1,1
10334,Donna Shields,F,10th,Hernandez High School,81,65,0,1,0
10335,Ryan Hobbs,M,12th,Hernandez High School,65,83,1,0,0
10336,Melissa Smith,F,9th,Hernandez High School,77,70,1,1,1
10337,Taylor Rodriguez,F,10th,Hernandez High School,71,92,1,1,1
10338,Justin Preston,M,10th,Hernandez High School,94,90,1,1,1
10339,Amanda Cox,F,10th,Hernandez High School,66,95,1,0,0
10340,Tammy Allen,F,11th,Hernandez High School,96,67,0,1,0
10341,Amanda Thompson,F,12th,Hernandez High School,67,96,1,0,0
10342,Melissa Castro,F,11th,Hernandez High School,98,56,0,1,0
10343,Kelli Horne,F,11th,Hernandez High School,82,67,0,1,0
10344,Jacqueline Williams,F,10th,Hernandez High School,76,60,0,1,0
10345,Tammy Daugherty,F,12th,Hernandez High School,92,81,1,1,1
10346,Roy Maxwell,M,10th,Hernandez High School,88,68,0,1,0
10347,Robert Murphy,M,9th,Hernandez High School,83,98,1,1,1
10348,Jody Gilbert,F,10th,Hernandez High School,84,57,0,1,0
10349,Barry Faulkner,M,9th,Hernandez High School,86,68,0,1,0
10350,Dr. Brooke Silva,F,12th,Hernandez High School,85,82,1,1,1
10351,Susan Clark,F,10th,Hernandez High School,64,55,0,0,0
10352,Kenneth Powell,M,12th,Hernandez High School,63,79,1,0,0
10353,William Brown,M,11th,Hernandez High School,94,67,0,1,0
10354,Stephen Fernandez,M,9th,Hernandez High School,79,97,1,1,1
10355,Mary Hunter,F,10th,Hernandez High School,82,74,1,1,1
10356,Evan Ruiz,M,10th,Hernandez High School,68,75,1,0,0
10357,Emily Campbell,F,11th,Hernandez High School,95,84,1,1,1
10358,Christopher Moon,M,11th,Hernandez High School,93,78,1,1,1
10359,Jeffrey Medina,M,9th,Hernandez High School,65,84,1,0,0
10360,Steven Gamble,M,9th,Hernandez High School,96,57,0,1,0
10361,Dr. Melissa Allen PhD,F,9th,Hernandez High School,92,95,1,1,1
10362,Douglas White,M,12th,Hernandez High School,66,59,0,0,0
10363,Cheyenne Brown,F,11th,Hernandez High School,90,95,1,1,1
10364,Ralph Ryan,M,9th,Hernandez High School,88,77,1,1,1
10365,Amanda Leach,F,10th,Hernandez High School,85,88,1,1,1
10366,Christine Garza,F,11th,Hernandez High School,68,70,1,0,0
10367,Charles Jones,M,11th,Hernandez High School,98,68,0,1,0
10368,Belinda Wiggins,F,12th,Hernandez High School,70,56,0,1,0
10369,Michael Stark,M,11th,Hernandez High School,90,75,1,1,1
10370,John White,M,9th,Hernandez High School,79,65,0,1,0
10371,Jamie Yates,M,12th,Hernandez High School,99,68,0,1,0
10372,James Williams,M,10th,Hernandez High School,89,62,0,1,0
10373,Jasmine Johnson,F,10th,Hernandez High School,90,73,1,1,1
10374,Beverly Roberson,F,11th,Hernandez High School,68,75,1,0,0
10375,Karen Thomas MD,F,11th,Hernandez High School,70,62,0,1,0
10376,Zachary Alexander,M,12th,Hernandez High School,69,98,1,0,0
10377,Mathew Huff,M,9th,Hernandez High School,88,99,1,1,1
10378,Catherine Summers,F,12th,Hernandez High School,65,63,0,0,0
10379,Mrs. Sophia Harper,F,9th,Hernandez High School,90,79,1,1,1
10380,Shannon Casey,F,10th,Hernandez High School,80,69,0,1,0
10381,John Rodriguez,M,11th,Hernandez High School,71,68,0,1,0
10382,Robert Simmons,M,12th,Hernandez High School,75,56,0,1,0
10383,Wendy Adams,F,10th,Hernandez High School,65,84,1,0,0
10384,Daniel Davidson,M,10th,Hernandez High School,71,64,0,1,0
10385,Erika Goodwin,F,9th,Hernandez High School,64,65,0,0,0
10386,Thomas Sanders,M,11th,Hernandez High School,71,87,1,1,1
10387,Kimberly Becker,F,12th,Hernandez High School,64,79,1,0,0
10388,Alexander Sanders,M,11th,Hernandez High School,91,85,1,1,1
10389,Carlos Watkins,M,9th,Hernandez High School,86,93,1,1,1
10390,Omar Gentry,M,12th,Hernandez High School,65,82,1,0,0
10391,Shawn Cruz,M,12th,Hernandez High School,75,97,1,1,1
10392,Jonathan Wright,M,9th,Hernandez High School,66,85,1,0,0
10393,Larry Rodriguez,M,11th,Hernandez High School,78,67,0,1,0
10394,Todd Ochoa,M,9th,Hernandez High School,63,78,1,0,0
10395,Olivia Crawford,F,10th,Hernandez High School,78,91,1,1,1
10396,Jennifer Schmidt,F,12th,Hernandez High School,68,75,1,0,0
10397,Christina Porter,F,10th,Hernandez High School,92,58,0,1,0
10398,Kimberly Miller,F,10th,Hernandez High School,83,93,1,1,1
10399,Mark Watson,M,10th,Hernandez High School,78,60,0,1,0
10400,Kelly Park,F,9th,Hernandez High School,89,56,0,1,0
10401,Nathaniel Lee,M,9th,Hernandez High School,99,71,1,1,1
10402,Joel Huff,M,9th,Hernandez High School,85,70,1,1,1
10403,Miguel Love,M,9th,Hernandez High School,70,86,1,1,1
10404,Vincent Ortiz,M,11th,Hernandez High School,67,59,0,0,0
10405,Casey Espinoza,F,9th,Hernandez High School,92,84,1,1,1
10406,Veronica Ramsey,F,10th,Hernandez High School,90,83,1,1,1
10407,Bethany Anderson,F,11th,Hernandez High School,92,55,0,1,0
10408,Krista Nelson,F,9th,Hernandez High School,71,78,1,1,1
10409,Emily Wiggins,F,10th,Hernandez High School,86,82,1,1,1
10410,Christopher Morgan,M,9th,Hernandez High School,85,84,1,1,1
10411,Sarah Washington,F,9th,Hernandez High School,73,61,0,1,0
10412,Wendy Hanson,F,11th,Hernandez High School,91,94,1,1,1
10413,Deanna Cole,F,9th,Hernandez High School,91,86,1,1,1
10414,Julian Green,M,9th,Hernandez High School,87,76,1,1,1
10415,Samantha Richardson,F,10th,Hernandez High School,67,92,1,0,0
10416,Catherine Gonzalez,F,9th,Hernandez High School,99,86,1,1,1
10417,Olivia Carr,F,12th,Hernandez High School,68,84,1,0,0
10418,Edwin Bates,M,12th,Hernandez High School,83,65,0,1,0
10419,Savannah Wolfe,F,9th,Hernandez High School,96,74,1,1,1
10420,Tracy Rush,F,9th,Hernandez High School,80,56,0,1,0
10421,Michael Dillon,M,9th,Hernandez High School,70,84,1,1,1
10422,Ashley Gordon,F,9th,Hernandez High School,80,75,1,1,1
10423,Erica Bauer,F,11th,Hernandez High School,98,82,1,1,1
10424,Tammy Chandler,F,11th,Hernandez High School,96,82,1,1,1
10425,Rachael Coleman,F,10th,Hernandez High School,67,56,0,0,0
10426,Ashley Weaver,F,11th,Hernandez High School,92,99,1,1,1
10427,Roger Grant,M,11th,Hernandez High School,98,78,1,1,1
10428,Samantha Pearson,F,11th,Hernandez High School,95,74,1,1,1
10429,Richard Thompson,M,11th,Hernandez High School,91,84,1,1,1
10430,Carla Cameron,F,12th,Hernandez High School,89,96,1,1,1
10431,Taylor Petty,F,12th,Hernandez High School,68,94,1,0,0
10432,Jesse Harrington,M,9th,Hernandez High School,71,69,0,1,0
10433,Joseph Roberts,M,11th,Hernandez High School,85,92,1,1,1
10434,Margaret Mclaughlin,F,10th,Hernandez High School,66,77,1,0,0
10435,Ronald Lamb,M,9th,Hernandez High School,63,84,1,0,0
10436,Randall Potter,M,10th,Hernandez High School,74,60,0,1,0
10437,Stephen Pace,M,9th,Hernandez High School,90,90,1,1,1
10438,Tracy Casey,F,12th,Hernandez High School,70,91,1,1,1
10439,Andre Brown,M,9th,Hernandez High School,99,83,1,1,1
10440,Leon Dean,M,12th,Hernandez High School,78,92,1,1,1
10441,Kristy Conway,F,10th,Hernandez High School,64,79,1,0,0
10442,Kimberly Robertson,F,10th,Hernandez High School,71,64,0,1,0
10443,Kristin Leonard,F,11th,Hernandez High School,94,81,1,1,1
10444,Jacob Johnson,M,10th,Hernandez High School,96,95,1,1,1
10445,Michael Green,M,10th,Hernandez High School,70,67,0,1,0
10446,Ryan Sutton,M,9th,Hernandez High School,88,89,1,1,1
10447,Christine Yu,F,9th,Hernandez High School,82,59,0,1,0
10448,Cristian Adams,M,12th,Hernandez High School,65,86,1,0,0
10449,Douglas Brown,M,10th,Hernandez High School,81,64,0,1,0
10450,Tara Singleton MD,F,9th,Hernandez High School,67,59,0,0,0
10451,Diane Hanson,F,12th,Hernandez High School,79,66,0,1,0
10452,Marcus Henderson,M,9th,Hernandez High School,85,76,1,1,1
10453,Kenneth Horn,M,10th,Hernandez High School,77,86,1,1,1
10454,Lance Walsh,M,12th,Hernandez High School,87,73,1,1,1
10455,Nicholas Johnson,M,11th,Hernandez High School,80,70,1,1,1
10456,Jennifer Henry,F,12th,Hernandez High School,64,99,1,0,0
10457,Emily Elliott,F,10th,Hernandez High School,89,67,0,1,0
10458,Ryan Douglas,M,9th,Hernandez High School,73,76,1,1,1
10459,Dave Lopez,M,12th,Hernandez High School,87,94,1,1,1
10460,Charles Young,M,10th,Hernandez High School,80,94,1,1,1
10461,Matthew Huffman,M,9th,Hernandez High School,95,55,0,1,0
10462,William Burch,M,10th,Hernandez High School,72,57,0,1,0
10463,Pamela Brown,F,12th,Hernandez High School,63,71,1,0,0
10464,Richard Fernandez,M,9th,Hernandez High School,99,60,0,1,0
10465,Christina Curtis,F,10th,Hernandez High School,85,60,0,1,0
10466,Amber Merritt,F,11th,Hernandez High School,88,91,1,1,1
10467,Dennis Miller,M,10th,Hernandez High School,83,63,0,1,0
10468,Dale Henderson,M,11th,Hernandez High School,92,88,1,1,1
10469,Jill Lee,F,12th,Hernandez High School,80,76,1,1,1
10470,Michael Martin,M,9th,Hernandez High School,73,74,1,1,1
10471,Drew Gross,M,10th,Hernandez High School,72,86,1,1,1
10472,Brenda Green,F,10th,Hernandez High School,81,76,1,1,1
10473,Diane Phillips,F,9th,Hernandez High School,81,59,0,1,0
10474,Anita Harper,F,12th,Hernandez High School,64,72,1,0,0
10475,Jeffrey Wright,M,11th,Hernandez High School,86,91,1,1,1
10476,Russell Swanson,M,9th,Hernandez High School,72,99,1,1,1
10477,Elizabeth Morris,F,12th,Hernandez High School,95,89,1,1,1
10478,Latoya Buchanan,F,10th,Hernandez High School,74,99,1,1,1
10479,Faith Nolan,F,12th,Hernandez High School,84,92,1,1,1
10480,Paul Crawford,M,9th,Hernandez High School,69,92,1,0,0
10481,Corey Smith,M,11th,Hernandez High School,91,77,1,1,1
10482,Christopher Scott,M,10th,Hernandez High School,87,73,1,1,1
10483,Jill Wiggins,F,9th,Hernandez High School,69,94,1,0,0
10484,David Lin,M,9th,Hernandez High School,90,62,0,1,0
10485,Jennifer Williams,F,10th,Hernandez High School,79,61,0,1,0
10486,Tara Barton,F,11th,Hernandez High School,90,93,1,1,1
10487,Dr. Alison Flores,F,12th,Hernandez High School,86,76,1,1,1
10488,Lori Mccann,F,10th,Hernandez High School,75,72,1,1,1
10489,Leah Phillips,F,10th,Hernandez High School,76,80,1,1,1
10490,Aaron Williams,M,9th,Hernandez High School,66,84,1,0,0
10491,Jeffrey Thomas,M,11th,Hernandez High School,96,55,0,1,0
10492,Travis Johnson,M,9th,Hernandez High School,84,57,0,1,0
10493,Danielle Ward,F,9th,Hernandez High School,70,91,1,1,1
10494,Megan Spencer,F,9th,Hernandez High School,76,57,0,1,0
10495,Michelle Hood,F,9th,Hernandez High School,79,62,0,1,0
10496,Jason Martinez,M,11th,Hernandez High School,87,91,1,1,1
10497,Beverly Hale,F,9th,Hernandez High School,93,62,0,1,0
10498,Benjamin Watson,M,10th,Hernandez High School,67,88,1,0,0
10499,Jessica Macdonald,F,12th,Hernandez High School,90,93,1,1,1
10500,Robert Smith,M,12th,Hernandez High School,77,59,0,1,0
10501,Robert Tanner,M,9th,Hernandez High School,96,55,0,1,0
10502,David Cole,M,10th,Hernandez High School,95,88,1,1,1
10503,Brittany Freeman,F,10th,Hernandez High School,93,62,0,1,0
10504,Scott Jones,M,10th,Hernandez High School,76,78,1,1,1
10505,Roger Barnes,M,10th,Hernandez High School,98,88,1,1,1
10506,James Branch,M,12th,Hernandez High School,65,96,1,0,0
10507,Wendy Smith,F,10th,Hernandez High School,99,96,1,1,1
10508,Andrea Bailey,F,11th,Hernandez High School,84,55,0,1,0
10509,Kenneth Adams MD,M,11th,Hernandez High School,87,72,1,1,1
10510,Madison Brown,F,12th,Hernandez High School,77,93,1,1,1
10511,Nicole Joseph,F,11th,Hernandez High School,66,98,1,0,0
10512,Diane Warner,F,12th,Hernandez High School,86,75,1,1,1
10513,Matthew Strickland,M,9th,Hernandez High School,65,61,0,0,0
10514,Haley Wright,F,12th,Hernandez High School,66,63,0,0,0
10515,Steven Griffin,M,12th,Hernandez High School,88,69,0,1,0
10516,Susan Martin,F,10th,Hernandez High School,93,55,0,1,0
10517,Ronald Smith,M,11th,Hernandez High School,70,83,1,1,1
10518,Tyler Ware,M,10th,Hernandez High School,83,89,1,1,1
10519,Mrs. Natasha White,F,12th,Hernandez High School,94,60,0,1,0
10520,Cassie Anderson,F,9th,Hernandez High School,97,62,0,1,0
10521,Anthony Fritz,M,9th,Hernandez High School,73,78,1,1,1
10522,Abigail Moore,F,9th,Hernandez High School,67,92,1,0,0
10523,Christopher Martinez,M,9th,Hernandez High School,88,64,0,1,0
10524,Felicia York,F,9th,Hernandez High School,90,84,1,1,1
10525,Stephanie Black,F,10th,Hernandez High School,88,96,1,1,1
10526,Laura Rogers,F,12th,Hernandez High School,82,87,1,1,1
10527,Lawrence Ortiz,M,11th,Hernandez High School,71,66,0,1,0
10528,Dominique Morrison,F,9th,Hernandez High School,85,76,1,1,1
10529,Mark Dalton,M,10th,Hernandez High School,86,87,1,1,1
10530,Amanda Jones,F,12th,Hernandez High School,90,62,0,1,0
10531,Daniel Gray,M,12th,Hernandez High School,98,57,0,1,0
10532,Rachel Mcbride,F,10th,Hernandez High School,87,84,1,1,1
10533,Stephanie Porter,F,12th,Hernandez High School,76,81,1,1,1
10534,William Aguilar,M,12th,Hernandez High School,97,96,1,1,1
10535,Gwendolyn Barnett,F,10th,Hernandez High School,92,88,1,1,1
10536,Tiffany Evans,F,10th,Hernandez High School,80,66,0,1,0
10537,Shelly Goodwin,F,9th,Hernandez High School,64,77,1,0,0
10538,Amanda Sanchez DDS,F,9th,Hernandez High School,93,76,1,1,1
10539,Kevin Medina,M,9th,Hernandez High School,83,77,1,1,1
10540,Jorge Nguyen,M,10th,Hernandez High School,91,55,0,1,0
10541,Jennifer Davis,F,11th,Hernandez High School,97,82,1,1,1
10542,Tiffany Hines,F,9th,Hernandez High School,84,63,0,1,0
10543,Amber Warren,F,12th,Hernandez High School,84,95,1,1,1
10544,Gregory Moore,M,9th,Hernandez High School,95,97,1,1,1
10545,Amanda Carroll,F,10th,Hernandez High School,63,98,1,0,0
10546,Nicole Houston,F,12th,Hernandez High School,86,59,0,1,0
10547,Joseph Waters,M,11th,Hernandez High School,74,80,1,1,1
10548,Jessica Bowman,F,11th,Hernandez High School,84,58,0,1,0
10549,Erica Faulkner,F,11th,Hernandez High School,95,85,1,1,1
10550,Adam Nelson,M,9th,Hernandez High School,79,80,1,1,1
10551,Shawna Murphy,F,9th,Hernandez High School,72,82,1,1,1
10552,Matthew Hayes,M,11th,Hernandez High School,79,68,0,1,0
10553,Timothy Duke,M,10th,Hernandez High School,95,99,1,1,1
10554,Michael Wood,M,10th,Hernandez High School,72,88,1,1,1
10555,Danny Reed,M,9th,Hernandez High School,95,88,1,1,1
10556,Joseph Morales,M,9th,Hernandez High School,71,63,0,1,0
10557,Jason Terrell,M,9th,Hernandez High School,72,68,0,1,0
10558,Bernard Bentley,M,11th,Hernandez High School,76,79,1,1,1
10559,Nicholas Ball,M,11th,Hernandez High School,81,62,0,1,0
10560,Amy Herrera,F,11th,Hernandez High School,92,75,1,1,1
10561,Jenny Lopez,F,9th,Hernandez High School,63,74,1,0,0
10562,Scott Robinson,M,9th,Hernandez High School,82,71,1,1,1
10563,Lisa Johnson,F,9th,Hernandez High School,83,87,1,1,1
10564,Peter Wells,M,12th,Hernandez High School,84,68,0,1,0
10565,Paul Thomas,M,10th,Hernandez High School,88,99,1,1,1
10566,Christy Smith,F,9th,Hernandez High School,90,98,1,1,1
10567,Clayton Tate,M,12th,Hernandez High School,76,75,1,1,1
10568,Cody Santiago,M,12th,Hernandez High School,68,67,0,0,0
10569,Larry Franklin,M,12th,Hernandez High School,76,86,1,1,1
